Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Karbi Anglong,Diphu,782480,F,43,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Sonitpur,Chariduar,784028,M,43,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Sonitpur,Helem,784171,F,17,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Assam,Sonitpur,Dhekiajuli (pt),784110,M,55,0,1,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Bihar,Patna,Patna Sadar,800001,F,32,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Bihar,Patna,Patna Sadar,800003,F,71,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai Suburban,Andheri,400050,F,68,1,0,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Banda,Banda,210001,F,4,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Faizabad,Faizabad,224135,F,7,0,1,0,0
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Gorakhpur,Sahjanwa,273209,F,30,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Jalaun,Madhogarh,285121,F,20,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kheri,Lakhimpur,262728,F,30,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kushinagar,Hata,274306,F,13,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,North 24 Parganas,North 24 Paraganas,743165,M,10,0,1,0,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Nalanda,Hilsa,801301,F,45,0,1,0,1
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,East Godavari,Kadiam,533125,M,32,0,1,0,1
Andhra Bank,United Telecoms Ltd,West Bengal,North 24 Parganas,North 24 Paraganas,700052,M,49,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Vizianagaram,Pusapatirega,535204,M,35,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Karimnagar,Sultanabad,505525,F,60,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Assam,Udalguri,Harisinga,784510,F,20,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Bagalkot,587115,F,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587124,F,22,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Mudhol,587122,M,21,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Mudhol,587313,F,19,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Ballari,Hospet,583129,F,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Ballari,Kudligi,583135,M,6,2,0,0,2
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Athani,591223,M,37,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Chikodi,591226,M,1,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Hukkeri,590016,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Hukkeri,591124,F,40,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Hukkeri,591124,F,65,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Hukkeri,591124,M,4,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Hukkeri,591313,F,13,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Khanapur,590014,F,34,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Khanapur,591120,F,65,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Ramdurg,591127,F,24,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Raybag,591311,F,4,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Raybag,591317,M,7,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Belagavi,Sampgaon,591125,M,28,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bengaluru,Bangalore North,560066,M,28,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bidar,Aurad,585421,F,20,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bidar,Basavakalyan,585416,M,22,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bidar,Bhalki,585416,F,47,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bidar,Homnabad,585227,F,8,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bidar,Homnabad,585227,F,62,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bidar,Homnabad,585329,F,26,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bidar,Homnabad,585418,M,62,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Chamrajanagar,Chamarajanagar,571117,F,51,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Chamrajanagar,Chamarajanagar,571117,M,1,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Chamrajanagar,Chamarajanagar,571313,F,21,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Chikkamagaluru,Koppa,577126,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Bantwal,574231,F,26,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Bantwal,574231,M,30,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Bantwal,574243,M,38,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Belthangady,574227,M,46,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Mangalore,574148,M,55,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Mangalore,574162,F,62,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Puttur,574221,F,38,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Puttur,574230,M,23,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Dakshina Kannada,Puttur,574241,F,26,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Davangere,Harihara,577601,F,19,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Davangere,Honnali,577219,M,18,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Gadag,Mundargi,582118,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Gadag,Nargund,582206,F,12,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Gadag,Ron,582209,M,13,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Gadag,Shirhatti,582118,M,8,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Haveri,Hanagal,581104,F,54,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Afzalpur,585103,M,50,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Afzalpur,585301,F,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Afzalpur,585301,M,17,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Aland,585104,F,16,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Aland,585311,F,39,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Chincholi,585320,F,32,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Chitapur,585225,M,47,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kalaburagi,Chitapur,585228,M,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kodagu,Somwarpet,571231,F,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kodagu,Somwarpet,571231,F,30,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kodagu,Somwarpet,571232,F,54,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kodagu,Somwarpet,571234,M,65,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kodagu,Somwarpet,571236,M,30,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kodagu,Virajpet,571213,F,22,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Kolar,Bangarapet,563101,M,42,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Gangavathi,583227,F,25,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Gangavathi,583229,F,7,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Gangavathi,583282,M,11,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Gangavathi,583282,M,31,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Koppal,583231,M,64,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Kushtagi,583277,M,12,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Kushtagi,583279,F,9,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Yelburga,583236,F,30,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Yelburga,583236,F,54,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Koppal,Yelburga,583236,M,22,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Mysuru,Heggadadevanakote,571114,M,27,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Mysuru,Hunsur,571103,M,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Mysuru,Nanjangud,571316,M,1,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Mysuru,Tirumakudalu Narasipura,571120,M,2,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Raichur,Devadurga,584116,F,18,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Raichur,Lingasagur,584125,F,40,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Raichur,Raichur,584170,F,12,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Raichur,Sindhnur,584128,F,23,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Raichur,Sindhnur,584128,M,57,0,1,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Raichur,Sindhnur,584167,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Shivamogga,Hosanagara,577412,F,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Shivamogga,Hosanagara,577418,M,11,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Shivamogga,Hosanagara,577426,F,22,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Shivamogga,Hosanagara,577426,F,79,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Shivamogga,Sorab,577434,F,70,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Shivamogga,Thirthahalli,577220,F,33,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Shivamogga,Thirthahalli,577415,M,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Tumakuru,Kunigal,572130,M,22,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Tumakuru,Pavagada,561202,M,45,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Tumakuru,Tipatur,572201,M,45,0,1,0,0
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Tumakuru,Tumkur,572102,M,48,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Tumakuru,Turuvekere,572215,F,63,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Udupi,Kundapura,576229,M,26,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Uttara Kannada,Mundgodu,581346,F,22,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Uttara Kannada,Mundgodu,581349,F,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Uttara Kannada,Siddapur,581355,F,30,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Uttara Kannada,Sirsi,581401,F,67,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Basavana Bagevadi,586201,F,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Bijapur,586122,F,20,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Indi,586207,M,31,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Vijayapura,Sindgi,586127,F,41,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585287,M,4,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Shahpur,585287,M,45,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585202,F,26,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585218,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585315,M,1,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585321,F,9,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Yadgir,Yadgir,585321,M,42,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Maharashtra,Pune,Mulshi,412114,F,38,1,0,0,1
Axis Bank Ltd,Axis Bank Ltd,Maharashtra,Pune,Haveli,411046,F,40,0,1,1,1
Axis Bank Ltd,Axis Bank Ltd,Telangana,Hyderabad,Secunderabad,500003,F,33,1,0,1,1
BARODA UTTAR PRADESH GRAMIN BANK,Baroda UP Gramin Bank,Uttar Pradesh,Kaushambi,Manjhanpur,212207,M,11,0,1,0,1
BARODA UTTAR PRADESH GRAMIN BANK,Baroda UP Gramin Bank,Uttar Pradesh,Pilibhit,Bisalpur,262201,F,60,1,0,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Madhya Pradesh,Damoh,Hatta,470775,M,24,0,1,0,1
Bank Of India,DATASOFT COMPUTER SERVICES(P),Madhya Pradesh,Damoh,Hatta,470775,M,65,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Odisha,Rayagada,Kalyanasingpur,765016,F,50,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Telangana,Hyderabad,Bahadurpura,500064,F,29,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Telangana,Hyderabad,Charminar,500023,F,67,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Telangana,K.v. Rangareddy,Uppal,500076,F,2,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Telangana,Nalgonda,Bhongir,508116,F,1,0,1,0,1
Bank Of India,Frontech Systems Pvt Ltd,Telangana,Nalgonda,Huzurnagar,508204,F,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Telangana,Nalgonda,Miryalaguda,508207,F,1,1,0,0,1
Bank Of India,Frontech Systems Pvt Ltd,Telangana,Nalgonda,Nidamanur,508207,F,23,1,0,0,1
Bank Of India,PROTEX COMPUTER PVT LTD,West Bengal,North 24 Parganas,North 24 Paraganas,700064,F,12,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,Bihar,East Champaran,Harsiddhi,845437,F,22,1,0,0,0
Bank Of India,VEETECHNOLOGIES PVT. LTD,Bihar,Sheikhpura,Barbigha,811101,F,4,0,1,0,1
Bank of Baroda,A I Soc for Electronics and Comp Tech,Bihar,Begusarai,Barauni,851116,M,9,0,1,0,1
Bank of Baroda,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Krishnagar - I,741167,M,28,1,0,0,1
Bank of Baroda,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Nakashipara,741126,F,8,1,0,0,1
Bank of Baroda,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,North 24 Paraganas,700090,F,34,0,1,0,1
Bank of Baroda,SREI INFRASTRUCTURE FINANCES L,West Bengal,South 24 Parganas,Bhangar - I,743502,F,11,0,1,0,1
Bank of Baroda,Twinstar Industries Ltd.,Andhra Pradesh,West Godavari,Chagallu,534342,M,2,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Cachar,Silchar,788801,M,25,0,1,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Cachar,Sonai,788101,M,26,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Cachar,Sonai,788119,M,37,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Cachar,Sonai,788120,M,33,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Dhubri,Chapar,783371,M,26,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Hailakandi,Katlichara,788161,M,23,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Hojai,Lanka,782446,M,28,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Kamrup,Goreswar,781364,F,20,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Kamrup Metro,Dispur,781007,M,26,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Karimganj,Patharkandi,788726,F,24,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Nagaon,Hojai,782429,M,19,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Assam,Nagaon,Raha,782425,M,48,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Bihar,Vaishali,Jandaha,844505,M,3,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Jharkhand,East Singhbhum,Golmuri,831001,M,28,1,0,1,1
Bank of Baroda,Twinstar Industries Ltd.,Karnataka,Ballari,Hospet,583222,F,23,0,1,0,1
Bank of Baroda,Twinstar Industries Ltd.,Karnataka,Bangalore Rural,Hosakote,562114,F,0,1,0,0,1
Bank of Baroda,Twinstar Industries Ltd.,Karnataka,Bengaluru,Anekal,560068,F,55,0,1,0,1
Bank of Baroda,Twinstar Industries Ltd.,Karnataka,Bengaluru,Anekal,560105,M,22,1,0,0,1
