Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
 Chief Registrar Births & Deaths -cum-Director Health Services ,District Registrar Births & Deaths cum Chief Medical Officer Kangra,Himachal Pradesh,Kangra,Khundian,176030,M,0,0,1,0,0
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Bahraich,Kaiserganj,271901,F,21,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Bara Banki,Sirauli Gauspur,225207,F,26,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,201301,F,22,0,1,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,201301,M,4,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Jaunpur,Shahganj,223101,F,8,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Jaunpur,Shahganj,223101,F,28,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Jaunpur,Shahganj,223101,F,35,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Meerut,Mawana,250401,F,7,0,1,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Meerut,Mawana,250401,M,25,0,1,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Muzaffarnagar,Jansath,251314,F,1,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Muzaffarnagar,Jansath,251320,F,6,1,0,0,1
ALLAHABAD BANK_NEW_661,Asha Security Guard Services,Uttar Pradesh,Sultanpur,Sultanpur,228119,F,6,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Bongaigaon,Bongaigaon,783380,F,32,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Cachar,Meherpur,788005,M,25,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Chirang,Bijni,783393,F,27,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Chirang,Bijni,783393,F,33,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Chirang,Bijni,783393,F,49,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Darrang,Mangaldoi,784115,F,23,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Darrang,Mangaldoi,784125,F,47,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Darrang,Mangaldoi,784125,M,21,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Darrang,Mangaldoi,784125,M,31,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Darrang,Mangaldoi,784125,M,45,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Darrang,Mangaldoi,784125,M,52,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Darrang,Sipajhar,784145,M,23,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Dibrugarh East,786008,F,39,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Dibrugarh East,786010,F,43,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Dibrugarh East,786010,M,30,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Dibrugarh West,786001,F,29,2,0,0,2
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Naharkatiya,786602,M,35,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Naharkatiya,786610,F,36,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Naharkatiya,786610,F,51,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Naharkatiya,786610,F,60,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Naharkatiya,786610,M,42,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Naharkatiya,786610,M,46,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Tengakhat,786602,F,42,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Dibrugarh,Tengakhat,786602,M,45,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup,Boko,781135,M,27,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup,Chhaygaon,781124,F,35,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup,GMC,781012,M,31,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup,GMC,781012,M,39,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781005,M,32,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781005,M,45,0,1,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781006,F,29,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781006,M,33,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781007,F,55,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781007,M,43,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781029,M,41,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Dispur,781038,M,33,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Guwahati,781001,M,54,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Guwahati,781003,F,18,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Guwahati,781009,F,41,0,1,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Guwahati,781021,F,38,1,0,1,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Guwahati,781021,M,24,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Guwahati,781040,F,49,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Guwahati,781171,F,26,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Kamrup Metro,Sonapur,781027,F,47,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Nagaon,Nagaon,782003,M,41,1,0,0,1
ALLAHABAD BANK_NEW_661,DARWIN SOCIETY,Assam,Tinsukia,Doom Dooma,786151,M,23,1,0,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Assam,Sonitpur,Dhekiajuli (pt),784110,F,19,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Bihar,Patna,Patna Sadar,800003,F,12,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Delhi,South West Delhi,Vasant Vihar,110070,F,32,1,0,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Jalna,Bhokardan,431132,F,2,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai City,Mumbai City,400025,F,6,1,0,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai Suburban,Andheri,400050,F,27,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai Suburban,Andheri,400050,F,30,0,1,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai Suburban,Andheri,400050,F,50,1,0,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai Suburban,Borivali,400092,F,5,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai Suburban,Kurla,400076,M,2,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Mumbai Suburban,Kurla,400082,F,52,1,0,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Nagpur,Nagpur,440022,F,3,1,0,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Thane,Ambarnath,421503,F,57,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Thane,Kalyan,421201,F,4,2,0,0,2
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Maharashtra,Thane,Kalyan,421301,F,74,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Agra,Kiraoli,282001,F,5,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Allahabad,Phulpur,211019,F,18,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Azamgarh,Lalganj,276201,F,9,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Banda,Banda,210001,F,17,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Ghazipur,Jakhanian,233303,F,9,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Jalaun,Kalpi,285202,F,11,2,0,0,2
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Jalaun,Kalpi,285202,F,12,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Jalaun,Kalpi,285203,F,10,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Jalaun,Kalpi,285203,F,34,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Jalaun,Madhogarh,285126,F,72,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Jalaun,Madhogarh,285126,M,38,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kheri,Lakhimpur,262701,F,7,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kheri,Lakhimpur,262701,F,42,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kheri,Lakhimpur,262721,F,4,2,0,0,2
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kheri,Lakhimpur,262726,F,37,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kheri,Lakhimpur,262728,F,2,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kushinagar,Padrauna,274304,F,5,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Kushinagar,Padrauna,274304,F,11,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Sitapur,Laharpur,261135,F,2,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,Uttar Pradesh,Sitapur,Laharpur,261135,F,3,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Hooghly,Hooghly,712138,F,6,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Hooghly,Hooghly,712138,F,8,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Kolkata,Circus Avenue,700032,F,42,0,1,1,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Kolkata,Kolkata,700006,F,10,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Nadia,Chakdah,741245,F,34,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Nadia,Ranaghat - II,741202,M,28,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Nadia,Ranaghat - II,741501,M,12,0,1,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,Nadia,Ranaghat - II,741501,M,13,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,North 24 Parganas,Barasat - I,743248,M,21,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,North 24 Parganas,Barasat - I,743294,M,57,1,0,0,1
ALLAHABAD BANK_NEW_661,IPS e Services Pvt Ltd,West Bengal,North 24 Parganas,Swarupnagar,743273,M,27,1,0,0,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Khagaria,Khagaria,851204,F,9,2,0,1,2
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Khagaria,Khagaria,851204,F,10,1,0,1,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Khagaria,Khagaria,851204,F,11,1,0,0,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Khagaria,Khagaria,851204,F,14,1,0,1,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Nalanda,Hilsa,801302,F,25,0,1,0,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Nalanda,Hilsa,801302,F,27,1,0,0,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Nalanda,Karai Parsurai,801304,F,12,0,1,0,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Patna,Danapur,800014,F,57,1,0,1,1
ALLAHABAD BANK_NEW_661,R R Traders,Bihar,Patna,Patna Sadar,800002,F,10,0,1,1,1
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,East Godavari,Kadiam,533125,F,0,1,0,0,1
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,East Godavari,Kadiam,533125,F,2,2,0,0,2
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,East Godavari,Kadiam,533125,M,1,1,0,0,1
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,East Godavari,Kadiam,533125,M,2,1,0,0,1
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,East Godavari,Rajamahendravaram (urban),533101,F,53,1,0,0,1
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,East Godavari,Rajamahendravaram (urban),533101,M,2,1,0,0,1
Andhra Bank,United Telecoms Ltd,Andhra Pradesh,Guntur,Narasaraopet,522601,M,0,1,1,0,2
Andhra Bank,United Telecoms Ltd,Bihar,Muzaffarpur,Bochaha,843103,M,33,1,0,0,1
Andhra Bank,United Telecoms Ltd,Bihar,Muzaffarpur,Musahri,842001,M,34,1,0,0,1
Andhra Bank,United Telecoms Ltd,Bihar,Muzaffarpur,Musahri,842001,M,36,1,0,0,1
Andhra Bank,United Telecoms Ltd,Bihar,Muzaffarpur,Musahri,842002,F,46,1,0,0,1
Andhra Bank,United Telecoms Ltd,Bihar,Muzaffarpur,Musahri,842002,M,4,1,0,0,1
Andhra Bank,United Telecoms Ltd,Jharkhand,Ranchi,Mandar,835214,M,4,1,0,0,1
Andhra Bank,United Telecoms Ltd,Jharkhand,Ranchi,Ranchi,834001,M,6,1,0,0,1
Andhra Bank,United Telecoms Ltd,Jharkhand,Ranchi,Ranchi,834001,M,26,1,0,0,1
Andhra Bank,United Telecoms Ltd,Jharkhand,Ranchi,Ranchi,834001,M,65,1,0,0,1
Andhra Bank,United Telecoms Ltd,Telangana,Hyderabad,Bandlaguda,500005,M,27,1,0,0,1
Andhra Bank,United Telecoms Ltd,Telangana,Hyderabad,Bandlaguda,500058,M,4,1,0,0,1
Andhra Bank,United Telecoms Ltd,Telangana,Hyderabad,Charminar,500002,F,3,1,0,0,1
Andhra Bank,United Telecoms Ltd,Telangana,Hyderabad,Saidabad,500059,F,11,1,0,1,1
Andhra Bank,United Telecoms Ltd,Telangana,Hyderabad,Saidabad,500059,M,32,1,0,0,1
Andhra Bank,United Telecoms Ltd,Telangana,Nalgonda,Mothkur,508277,F,65,1,0,0,1
Andhra Bank,United Telecoms Ltd,West Bengal,Howrah,Sankrail,711304,F,41,1,0,0,1
Andhra Bank,United Telecoms Ltd,West Bengal,Kolkata,Kolkata,700028,M,46,1,0,0,1
Andhra Bank,United Telecoms Ltd,West Bengal,North 24 Parganas,North 24 Paraganas,700136,M,4,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,East Godavari,Kakinada (urban),533002,M,0,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,East Godavari,Ramachandrapuram,533255,M,38,1,0,1,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Srikakulam,Narasannapeta,532421,M,35,1,0,1,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Srikakulam,Rajam,532127,F,35,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Srikakulam,Srikakulam,532001,F,0,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Srikakulam,Srikakulam,532001,M,0,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Srikakulam,Srikakulam,532401,F,1,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Gajuwaka,530026,F,2,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Gajuwaka,530046,M,36,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Hukumpeta,531077,F,1,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Pedagantyada,530046,F,33,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Pendurthi,531173,M,26,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Sabbavaram,530046,M,68,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530041,F,3,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530041,F,5,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530041,F,7,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530041,F,36,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530048,M,1,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530048,M,3,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530048,M,4,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (rural),530048,M,5,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (urban),530001,F,1,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (urban),530002,M,8,1,0,1,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (urban),530011,F,0,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (urban),530027,M,1,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Visakhapatnam,Visakhapatnam (urban),530029,M,0,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Vizianagaram,Bobbili,535558,F,0,1,0,1,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Vizianagaram,Bobbili,535568,F,3,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Andhra Pradesh,Vizianagaram,Bobbili,535579,M,6,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Jharkhand,Giridih,Dhanwar,825418,M,2,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Karimnagar,Peddapalli,505214,M,61,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Karimnagar,Saidapur,505472,F,38,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Karimnagar,Srirampur,505153,M,49,1,0,0,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Mahabubnagar,Pebbair,509104,F,3,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Mahabubnagar,Wanaparthy,509206,F,23,0,1,0,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Warangal,Hanmakonda,506001,M,43,1,0,1,1
Andhra Bank,Virinchi Technologies Ltd,Telangana,Warangal,Hanmakonda,506004,M,38,1,0,1,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Assam,Baksa,Baska,781344,M,44,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Assam,Cachar,Sonai,788099,M,20,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Assam,Karbi Anglong,Silonijan,782480,M,20,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Assam,Udalguri,Dhekiajuli,784111,F,39,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Assam,Udalguri,Dhekiajuli,784111,M,25,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587114,F,19,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587201,F,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587201,F,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587201,F,24,1,0,1,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587201,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587201,M,7,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587201,M,45,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587201,M,66,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587203,F,8,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587204,F,16,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Badami,587206,M,19,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Bagalkot,587204,M,5,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587112,F,46,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587112,M,3,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587118,F,28,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587118,F,45,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587118,M,33,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587124,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587125,F,21,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587125,F,33,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587125,M,3,2,0,0,2
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587154,F,35,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Hungund,587154,M,6,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Jamakhandi,587301,F,19,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Jamakhandi,587301,F,54,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Jamakhandi,587330,F,26,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Jamakhandi,587330,M,2,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Mudhol,587121,F,22,0,1,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Mudhol,587122,F,61,1,0,0,1
Atalji Janasnehi Directorate  Government of Karnataka,Atalji Janasnehi Directorate  GOK,Karnataka,Bagalkot,Mudhol,587122,M,3,1,0,0,1
